job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,letter_type,observations,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
PC8774350,2026-09-02T10:09:00.000,Initial,0000,FRESH POND ROAD,,Queens,Failed for Rat Activity,,Burrows,,4,3531,46,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
PC8682488,2026-09-02T10:09:16.000,Treatments,201,WEST   83 STREET,10024,Manhattan,Bait applied,,,1012310029,1,1231,29,40.785832290164,-73.97666129161,"{'latitude': '40.785832290164', 'longitude': '-73.97666129161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,171,1032778,Upper West Side (Central),990713,225580
PC8677988,2026-09-02T10:10:02.000,Treatments,34,MARKET STREET,10002,Manhattan,Bait applied,,,1002750024,1,275,24,40.712596070567,-73.99439089242,"{'latitude': '40.712596070567', 'longitude': '-73.99439089242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,8,1003282,Chinatown-Two Bridges,,
PC8454883,2026-09-02T10:10:24.000,Compliance,1015,BOYNTON AVENUE,10472,Bronx,Failed for Other Reason,Summons Issued,"Garbage, Harborage",2037140001,2,3714,1,40.824409626251,-73.877255000821,"{'latitude': '40.824409626251', 'longitude': '-73.877255000821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,5001,2023445,Soundview-Bruckner-Bronx River,1018221,239658
PC8743112,2026-09-02T10:10:31.000,Compliance,2095,CRESTON AVENUE,10453,Bronx,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",2031690043,2,3169,43,40.854102634,-73.903602855788,"{'latitude': '40.854102634', 'longitude': '-73.903602855788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,241,2013842,Mount Hope,,
PC8770980,2026-09-02T10:11:00.000,Initial,406,NOSTRAND AVENUE,11216,Brooklyn,Failed for Rat Activity,City Agency Referral,Burrows,3018170050,3,1817,50,40.685349184693,-73.950580772748,"{'latitude': '40.685349184693', 'longitude': '-73.950580772748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3000000,Bedford-Stuyvesant (West),,
PC8700142,2026-09-02T10:11:58.000,Treatments,EAST,118 STREET,10035,Manhattan,Bait applied,,,,1,1711,44,,,,,,,,,,
PC8741559,2026-09-02T10:13:54.000,Treatments,1234,SHAKESPEARE AVENUE,10452,Bronx,Bait applied,,,2025060033,2,2506,33,40.83802778282,-73.923232035455,"{'latitude': '40.83802778282', 'longitude': '-73.923232035455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,199,2003081,Highbridge,,
PC8771802,2026-09-02T10:13:59.000,Initial,210,MONROE STREET,11216,Brooklyn,Failed for Rat Activity and Other Reason,City Agency Referral,"Burrows, Harborage",3018170049,3,1817,49,40.685363240153,-73.951355980241,"{'latitude': '40.685363240153', 'longitude': '-73.951355980241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3000000,Bedford-Stuyvesant (West),,
PC8772405,2026-09-02T10:14:51.000,Initial,502,WILLOUGHBY AVENUE,11206,Brooklyn,Failed for Rat Activity,COTA,Burrows,3017660037,3,1766,37,40.693780812951,-73.949849668573,"{'latitude': '40.693780812951', 'longitude': '-73.949849668573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,253,3049060,Bedford-Stuyvesant (West),,
PC8695516,2026-09-02T10:15:18.000,Treatments,929,BROADWAY,11206,Brooklyn,Bait applied,,,3031600008,3,3160,8,40.69731457791,-73.935825651606,"{'latitude': '40.69731457791', 'longitude': '-73.935825651606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,389,3072002,Bushwick (West),,
PC8700175,2026-09-02T10:16:00.000,Compliance,2152,2 AVENUE,10029,Manhattan,Failed for Rat Activity,Summons Issued,"Burrows, Runways",1016820004,1,1682,4,40.793515427706,-73.940308388149,"{'latitude': '40.793515427706', 'longitude': '-73.940308388149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,180,1052858,East Harlem (North),,
PC8705623,2026-09-02T10:17:00.000,Treatments,857,HALSEY STREET,11233,Brooklyn,Bait applied,,,3014910044,3,1491,44,40.685394095408,-73.918641740874,"{'latitude': '40.685394095408', 'longitude': '-73.918641740874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,377,3039962,Bedford-Stuyvesant (East),,
PC8749235,2026-09-02T10:17:00.000,Compliance,87-13,51 AVENUE,11373,Queens,Failed for Other Reason,Summons Issued,Harborage,4018350088,4,1835,88,40.738994357671,-73.876117482434,"{'latitude': '40.738994357671', 'longitude': '-73.876117482434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,25,471,4045191,Elmhurst,,
PC8738626,2026-09-02T10:17:51.000,Compliance,201,EAST 87 STREET,10128,Manhattan,Failed for Rat Activity,Summons Issued,Burrows,1015330001,1,1533,1,40.779460121906,-73.953399281221,"{'latitude': '40.779460121906', 'longitude': '-73.953399281221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,14602,1048809,Upper East Side-Yorkville,,
PC8670121,2026-09-02T10:21:00.000,Compliance,98,Havemeyer Street,11211,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3023837501,3,2383,7501,40.713298843462,-73.956475748453,,1,34,519,3256345,Williamsburg,0,0
PC8771339,2026-09-02T10:21:59.000,Initial,198,MONROE STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Droppings,3018170043,3,1817,43,40.685324950567,-73.951680517931,"{'latitude': '40.685324950567', 'longitude': '-73.951680517931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3051319,Bedford-Stuyvesant (West),,
PC8718612,2026-09-02T10:22:45.000,Treatments,2240,BASSFORD AVENUE,10457,Bronx,Bait applied,,,2030500094,2,3050,94,40.853865862336,-73.89345635417,"{'latitude': '40.853865862336', 'longitude': '-73.89345635417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,2011578,Belmont,,
PC8769042,2026-09-02T10:23:00.000,Initial,427,WALTON AVENUE,10451,Bronx,Failed for Rat Activity,City Agency Referral,Burrows,2023500011,2,2350,11,40.817014956428,-73.928914053697,"{'latitude': '40.817014956428', 'longitude': '-73.928914053697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,6301,2001086,Concourse-Concourse Village,1003926,236948
PC8724400,2026-09-02T10:23:42.000,Treatments,515,WEST 46 STREET,10036,Manhattan,Bait applied,,,1010750022,1,1075,22,40.762671556586,-73.994772914667,"{'latitude': '40.762671556586', 'longitude': '-73.994772914667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12902,1026965,Hell's Kitchen,,
PC8700337,2026-09-02T10:24:48.000,Treatments,2294,1 AVENUE,10035,Manhattan,Bait applied,,,1017110046,1,1711,46,40.79720395681,-73.93451182691,"{'latitude': '40.79720395681', 'longitude': '-73.93451182691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,178,1053134,East Harlem (North),,
PC8768005,2026-09-02T10:25:00.000,Initial,410,STATE STREET,11217,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Runways",3001780016,3,178,16,40.687227851591,-73.983572132159,"{'latitude': '40.687227851591', 'longitude': '-73.983572132159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,41,3000704,Downtown Brooklyn-DUMBO-Boerum Hill,988806,189655
PC8700244,2026-09-02T10:25:02.000,Treatments,70,CANAL STREET,10002,Manhattan,Bait applied,,,1002930015,1,293,15,40.715156850584,-73.992792650044,"{'latitude': '40.715156850584', 'longitude': '-73.992792650044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,16,1003788,Chinatown-Two Bridges,,
PC8695958,2026-09-02T10:25:43.000,Treatments,35,JEFFERSON STREET,11206,Brooklyn,Bait applied,,,3031600036,3,3160,36,40.697807849115,-73.934433127366,"{'latitude': '40.697807849115', 'longitude': '-73.934433127366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,389,3072014,Bushwick (West),,
PC8749914,2026-09-02T10:26:00.000,Compliance,2662,BRIGGS AVENUE,10458,Bronx,Failed for Other Reason,Summons Issued,Harborage,2032940014,2,3294,14,40.865656077944,-73.89221897481,"{'latitude': '40.865656077944', 'longitude': '-73.89221897481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40501,2016838,Bedford Park,,
PC8745453,2026-09-02T10:26:11.000,Treatments,1092,BEDFORD AVENUE,11216,Brooklyn,Bait applied,,,3019680036,3,1968,36,40.687458887875,-73.954736665867,"{'latitude': '40.687458887875', 'longitude': '-73.954736665867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,233,3056357,Bedford-Stuyvesant (West),,
PC8772520,2026-09-02T10:27:59.000,Initial,184,MONROE STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Droppings,3018170036,3,1817,36,40.685281194654,-73.952062749763,"{'latitude': '40.685281194654', 'longitude': '-73.952062749763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3051316,Bedford-Stuyvesant (West),,
PC8741673,2026-09-02T10:28:56.000,Treatments,1220,SHAKESPEARE AVENUE,10452,Bronx,Bait applied,,,2025060024,2,2506,24,40.837437695959,-73.923279700196,"{'latitude': '40.837437695959', 'longitude': '-73.923279700196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,199,2003078,Highbridge,,
PC8768764,2026-09-02T10:30:00.000,Stoppage,597,MARCY AVENUE,11206,Brooklyn,Stoppage done,,,3017597501,3,1759,7501,40.694521538845,-73.949026904304,"{'latitude': '40.694521538845', 'longitude': '-73.949026904304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,25901,3426256,Bedford-Stuyvesant (West),,
PC8691829,2026-09-02T10:33:47.000,Treatments,2261,BROADWAY,10024,Manhattan,Bait applied,,,1012290008,1,1229,8,40.785248098613,-73.978940097761,"{'latitude': '40.785248098613', 'longitude': '-73.978940097761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,167,1032679,Upper West Side (Central),,
PC8551032,2026-09-02T10:34:00.000,Treatments,828,HALSEY STREET,11233,Brooklyn,Bait applied,,,3014930029,3,1493,29,40.685085709542,-73.921180496721,"{'latitude': '40.685085709542', 'longitude': '-73.921180496721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,41,377,3040016,Bedford-Stuyvesant (East),,
PC8750097,2026-09-02T10:34:00.000,Compliance,2666,BRIGGS AVENUE,10458,Bronx,Failed for Other Reason,Summons Issued,Harborage,2032940016,2,3294,16,40.865719159169,-73.892168255405,"{'latitude': '40.865719159169', 'longitude': '-73.892168255405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40501,2016840,Bedford Park,,
PC8772088,2026-09-02T10:34:42.000,Initial,913,PARK PLACE,11213,Brooklyn,Failed for Rat Activity and Other Reason,COTA,"Burrows, Harborage",3012350001,3,1235,1,40.673251348825,-73.946981158917,"{'latitude': '40.673251348825', 'longitude': '-73.946981158917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,341,3031283,Crown Heights (North),,
PC8749051,2026-09-02T10:35:00.000,Compliance,153,ROEBLING STREET,11211,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Runways",3023680001,3,2368,1,40.714081609239,-73.957831551669,"{'latitude': '40.714081609239', 'longitude': '-73.957831551669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,519,3251737,Williamsburg,995940,199441
PC8722594,2026-09-02T10:35:04.000,Treatments,950,EVERGREEN AVENUE,10473,Bronx,Bait applied,,,2036500001,2,3650,1,40.822339837809,-73.879610973483,"{'latitude': '40.822339837809', 'longitude': '-73.879610973483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,18,28,2022564,Soundview-Bruckner-Bronx River,1017570,238903
PC8772084,2026-09-02T10:36:29.000,Initial,174,MONROE STREET,11216,Brooklyn,Failed for Other Reason,COTA,Harborage,3018170031,3,1817,31,40.685251116411,-73.952336801536,"{'latitude': '40.685251116411', 'longitude': '-73.952336801536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3051312,Bedford-Stuyvesant (West),,
PC8767580,2026-09-02T10:39:01.000,Initial,133,PITT STREET,10002,Manhattan,Failed for Rat Activity,COTA,Droppings,1003450058,1,345,58,40.720219691988,-73.981561774303,"{'latitude': '40.720219691988', 'longitude': '-73.981561774303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2201,1088482,Lower East Side,989361,201675
PC8769743,2026-09-02T10:40:00.000,Stoppage,1084,BEDFORD AVENUE,11216,Brooklyn,Stoppage done,,,3019680032,3,1968,32,40.68768672258,-73.954783385896,"{'latitude': '40.68768672258', 'longitude': '-73.954783385896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,233,3056355,Bedford-Stuyvesant (West),,
PC8746917,2026-09-02T10:40:04.000,Treatments,32,WEST   85 STREET,10024,Manhattan,Bait applied,,,1011980045,1,1198,45,40.785037737818,-73.970887449441,"{'latitude': '40.785037737818', 'longitude': '-73.970887449441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,169,1079398,Upper West Side (Central),992312,225291
PC8544462,2026-09-02T10:40:50.000,Treatments,416,OCEAN AVENUE,11226,Brooklyn,Bait applied,,,3050610040,3,5061,40,40.652706996692,-73.961521237642,"{'latitude': '40.652706996692', 'longitude': '-73.961521237642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,50804,3116130,Flatbush,994927,177080
PC8745117,2026-09-02T10:42:07.000,Treatments,1088,BEDFORD AVENUE,11216,Brooklyn,Bait applied,,,3019680034,3,1968,34,40.687574178329,-73.954761827799,"{'latitude': '40.687574178329', 'longitude': '-73.954761827799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,233,3056356,Bedford-Stuyvesant (West),,
PC8748639,2026-09-02T10:43:06.000,Treatments,354,PLEASANT AVENUE,10035,Manhattan,Bait applied,,,1018150049,1,1815,49,40.796807168371,-73.931857601019,"{'latitude': '40.796807168371', 'longitude': '-73.931857601019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,178,1054909,East Harlem (North),,
PC8516267,2026-09-02T10:43:26.000,Treatments,1024,WALTON AVENUE,10452,Bronx,Bait applied,,,2024710015,2,2471,15,40.830684793565,-73.922026380433,"{'latitude': '40.830684793565', 'longitude': '-73.922026380433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,195,2002872,Concourse-Concourse Village,,
PC8731958,2026-09-02T10:45:30.000,Treatments,285,EAST 169 STREET,10456,Bronx,Bait applied,,,2027850076,2,2785,76,40.835129820149,-73.912393950909,"{'latitude': '40.835129820149', 'longitude': '-73.912393950909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17702,2130445,Mount Eden-Claremont (West),,
PC8700726,2026-09-02T10:45:45.000,Treatments,4439,THIRD AVENUE,10457,Bronx,Bait applied,,,2030487501,2,3048,7501,40.85212780258,-73.892765118512,"{'latitude': '40.85212780258', 'longitude': '-73.892765118512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,37504,2127259,Tremont,,
PC8642692,2026-09-02T10:46:00.000,Compliance,242,EAST  106 STREET,10029,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Garbage, Harborage",1016550029,1,1655,29,40.790972556914,-73.943293698892,"{'latitude': '40.790972556914', 'longitude': '-73.943293698892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,170,1052421,East Harlem (South),,
PC8746871,2026-09-02T10:46:00.000,Compliance,425,PACIFIC STREET,11217,Brooklyn,Failed for Rat Activity,,"Burrows, Runways",3001840046,3,184,46,40.68583357659,-73.984070062186,"{'latitude': '40.68583357659', 'longitude': '-73.984070062186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,33,41,3000951,Downtown Brooklyn-DUMBO-Boerum Hill,988668,189147
PC8749458,2026-09-02T10:46:00.000,Initial,206-15,86 ROAD,11427,Queens,Failed for Other Reason,COTA,"Garbage, Harborage, Mice",4105990100,4,10599,100,40.723749032204,-73.762353663568,"{'latitude': '40.723749032204', 'longitude': '-73.762353663568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,23,49201,4434656,Jamaica Estates-Holliswood,1050121,203050
PC8771032,2026-09-02T10:46:42.000,Initial,941,PARK PLACE,11213,Brooklyn,Failed for Rat Activity,COTA,Droppings,3012350071,3,1235,71,40.673215357961,-73.946317866587,"{'latitude': '40.673215357961', 'longitude': '-73.946317866587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,341,3031307,Crown Heights (North),,
PC8698682,2026-09-02T10:47:42.000,Treatments,330,WEST 42 STREET,10036,Manhattan,Bait applied,,,1010320048,1,1032,48,40.757653890914,-73.990831634826,"{'latitude': '40.757653890914', 'longitude': '-73.990831634826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,115,1024926,Hell's Kitchen,,
PC8751413,2026-09-02T10:47:55.000,Compliance,300,12 STREET,11215,Brooklyn,Failed for Rat Activity,,"Droppings, Burrows",3010290015,3,1029,15,40.666969101424,-73.987001573838,"{'latitude': '40.666969101424', 'longitude': '-73.987001573838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,139,3023198,Park Slope,987856,182274
PC8769323,2026-09-02T10:50:00.000,Initial,105,EAST    4 STREET,11218,Brooklyn,Failed for Other Reason,COTA,Harborage,3052830020,3,5283,20,40.649930823593,-73.977689232754,"{'latitude': '40.649930823593', 'longitude': '-73.977689232754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,39,50001,3122799,Windsor Terrace-South Slope,,
