inspection_type,job_ticket_or_work_order_id,job_id,job_progress,bbl,boro_code,block,lot,house_number,street_name,zip_code,x_coord,y_coord,latitude,longitude,borough,inspection_date,result,approved_date,location,community_board,council_district,census_tract,bin,nta
Treatments,3079815,PC8684973,3,1007640075,1,764,75,92,8 AVENUE,10011,,,40.740134425233,-74.002226530749,Manhattan,2026-06-09T09:30:16.000,Bait applied,2026-06-09T14:40:31.000,"{'latitude': '40.740134425233', 'longitude': '-74.002226530749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1000000,Chelsea-Hudson Yards
Treatments,3079816,PC8685060,3,1007667502,1,766,7502,124,8 AVENUE,10011,,,40.741199405728,-74.001450696472,Manhattan,2026-06-09T09:46:38.000,Bait applied,2026-06-09T14:40:54.000,"{'latitude': '40.741199405728', 'longitude': '-74.001450696472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1076135,Chelsea-Hudson Yards
Initial,14317532,PC8732578,1,2030360051,2,3036,51,2041,WASHINGTON AVENUE,10457,,,40.85023989478,-73.896267144326,Bronx,2026-06-09T09:59:00.000,Failed for Other Reason,2026-06-09T15:22:01.000,"{'latitude': '40.85023989478', 'longitude': '-73.896267144326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,395,2011285,Tremont
Treatments,3079817,PC8680288,3,1007920070,1,792,70,113,7 AVENUE,10011,,,40.740312845052,-73.998383325029,Manhattan,2026-06-09T10:06:15.000,Bait applied,2026-06-09T14:46:51.000,"{'latitude': '40.740312845052', 'longitude': '-73.998383325029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1080576,Chelsea-Hudson Yards
Treatments,3079818,PC8680258,3,1007910078,1,791,78,91,7 AVENUE,10011,,,40.739596468036,-73.998906591007,Manhattan,2026-06-09T10:24:26.000,Bait applied,2026-06-09T14:49:37.000,"{'latitude': '40.739596468036', 'longitude': '-73.998906591007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1014571,Chelsea-Hudson Yards
Treatments,3079820,PC8685017,3,1007650021,1,765,21,227,WEST 15 STREET,10011,,,40.739645878912,-74.000129910076,Manhattan,2026-06-09T10:42:21.000,Bait applied,2026-06-09T14:53:32.000,"{'latitude': '40.739645878912', 'longitude': '-74.000129910076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,81,1013769,Chelsea-Hudson Yards
Treatments,3079800,PC8681075,4,3017750062,3,1775,62,717,DEKALB AVENUE,11216,,,40.691844613031,-73.947319706718,Brooklyn,2026-06-09T10:51:11.000,Monitoring visit,2026-06-09T13:45:39.000,"{'latitude': '40.691844613031', 'longitude': '-73.947319706718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,261,3049514,Bedford-Stuyvesant (West)
Treatments,3079796,PC8695211,5,3016030129,3,1603,129,1064,DEKALB AVENUE,11221,,,40.693568593557,-73.932154644148,Brooklyn,2026-06-09T11:05:22.000,Bait applied,2026-06-09T13:49:13.000,"{'latitude': '40.693568593557', 'longitude': '-73.932154644148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,3335616,Bedford-Stuyvesant (East)
Treatments,3079795,PC8702030,4,3032350051,3,3235,51,1411,DEKALB AVENUE,11237,1005476,194326,40.700024307534,-73.923449263836,Brooklyn,2026-06-09T11:22:22.000,Bait applied,2026-06-09T13:50:21.000,"{'latitude': '40.700024307534', 'longitude': '-73.923449263836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3073581,Bushwick (West)
Treatments,3079799,PC8671961,6,3032350042,3,3235,42,1433,DEKALB AVENUE,11237,1005564,194444,40.700347978119,-73.923131520572,Brooklyn,2026-06-09T11:35:01.000,Monitoring visit,2026-06-09T13:46:32.000,"{'latitude': '40.700347978119', 'longitude': '-73.923131520572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,429,3423703,Bushwick (West)
Treatments,3079798,PC8650577,7,3032480018,3,3248,18,1580,DEKALB AVENUE,11237,,,40.703441982581,-73.920062288956,Brooklyn,2026-06-09T13:02:11.000,Bait applied,2026-06-09T13:47:07.000,"{'latitude': '40.703441982581', 'longitude': '-73.920062288956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,445,3000000,Bushwick (West)
Treatments,3079803,PC8692286,3,3054280031,3,5428,31,250,PARKVILLE AVENUE,11230,992613,169396,40.631618595121,-73.969870206325,Brooklyn,2026-06-09T13:50:54.000,Bait applied,2026-06-09T14:10:33.000,"{'latitude': '40.631618595121', 'longitude': '-73.969870206325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,482,3128143,Flatbush (West)-Ditmas Park-Parkville
Treatments,3079804,PC8678167,3,3067030067,3,6703,67,1360,OCEAN AVENUE,11230,996182,168416,40.628990482694,-73.957024499808,Brooklyn,2026-06-09T14:10:54.000,Bait applied,2026-06-09T14:11:27.000,"{'latitude': '40.628990482694', 'longitude': '-73.957024499808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,764,3179458,Flatbush (West)-Ditmas Park-Parkville
