inspection_type,job_id,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,location,community_board,council_district,census_tract,nta,bbl,bin,x_coord,y_coord
Initial,PC8763423,4,4505,24,149-42,12 ROAD,11357,40.789493203301,-73.815385293868,Queens,2026-08-11T11:30:00.000,Failed for Other Reason,"{'latitude': '40.789493203301', 'longitude': '-73.815385293868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,19,981,Whitestone-Beechhurst,4045050024,4102472,1035371,226967
Compliance,PC8734869,3,3045,27,199,MESEROLE STREET,11206,40.708315552453,-73.940796164697,Brooklyn,2026-08-11T11:30:00.000,Failed for Rat Activity,"{'latitude': '40.708315552453', 'longitude': '-73.940796164697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,49302,East Williamsburg,3030450027,3327931,,
Initial,PC8761498,2,2366,22,501,EAST  161 STREET,10451,40.823040084362,-73.909942143901,Bronx,2026-08-11T11:30:03.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.823040084362', 'longitude': '-73.909942143901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,141,Morrisania,2023660022,2116630,1009175,239148
Treatments,PC8605038,3,5206,62,961,OCEAN AVENUE,11226,40.638883360354,-73.958877326025,Brooklyn,2026-08-11T11:30:05.000,Bait applied,"{'latitude': '40.638883360354', 'longitude': '-73.958877326025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,51601,Flatbush,3052060062,3120264,,
Treatments,PC8700298,1,1751,32,59,EAST 126 STREET,10035,40.806182080432,-73.939614272403,Manhattan,2026-08-11T11:30:47.000,Bait applied,"{'latitude': '40.806182080432', 'longitude': '-73.939614272403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,206,East Harlem (North),1017510032,1054098,,
Initial,PC8759905,1,2224,33,128,SHERMAN AVENUE,10034,40.864144746779,-73.924470774641,Manhattan,2026-08-11T11:31:43.000,Failed for Other Reason,"{'latitude': '40.864144746779', 'longitude': '-73.924470774641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,291,Inwood,1022240033,1064809,1005141,254120
Treatments,PC8722577,1,1615,60,8,EAST  110 STREET,10029,40.796541373847,-73.948522304685,Manhattan,2026-08-11T11:32:16.000,Bait applied,"{'latitude': '40.796541373847', 'longitude': '-73.948522304685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,17401,East Harlem (South),1016150060,1051606,998503,229485
Treatments,PC8692707,1,1093,9,621,WEST 45 STREET,10036,40.763003764209,-73.997505570408,Manhattan,2026-08-11T11:34:44.000,Bait applied,"{'latitude': '40.763003764209', 'longitude': '-73.997505570408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,12901,Hell's Kitchen,1010930009,1000000,,
Initial,PC8763399,2,4777,2,3155,GRACE AVENUE,10469,40.874388064573,-73.837115638532,Bronx,2026-08-11T11:35:06.000,Failed for Other Reason,"{'latitude': '40.874388064573', 'longitude': '-73.837115638532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,12,46208,Eastchester-Edenwald-Baychester,2047770002,2062196,1029296,257885
Treatments,PC8732204,1,199,3,83,BAXTER STREET,10013,40.716713360597,-73.999812416925,Manhattan,2026-08-11T11:35:07.000,Bait applied,"{'latitude': '40.716713360597', 'longitude': '-73.999812416925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,2902,Chinatown-Two Bridges,1001990003,1002368,,
Compliance,PC8737289,3,3447,33,230,MOFFAT STREET,11207,40.688630934008,-73.905317790226,Brooklyn,2026-08-11T11:36:00.000,Failed for Rat Activity,"{'latitude': '40.688630934008', 'longitude': '-73.905317790226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,411,Bushwick (East),3034470033,3080172,,
Compliance,PC8732366,1,1709,142,412,EAST  116 STREET,10029,40.795666975951,-73.9346505879,Manhattan,2026-08-11T11:36:08.000,Failed for Rat Activity,"{'latitude': '40.795666975951', 'longitude': '-73.9346505879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,178,East Harlem (North),1017090142,1053069,1002344,229169
Initial,PC8763260,3,1464,10,1808,PROSPECT PLACE,11233,40.672447971159,-73.916202612891,Brooklyn,2026-08-11T11:36:51.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.672447971159', 'longitude': '-73.916202612891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,363,Ocean Hill,3014640010,3039311,1007495,184281
Treatments,PC8674900,2,2486,25,1025,GERARD AVENUE,10452,40.830968101494,-73.922914989463,Bronx,2026-08-11T11:37:00.000,Bait applied,"{'latitude': '40.830968101494', 'longitude': '-73.922914989463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,195,Concourse-Concourse Village,2024860025,2002993,,
Initial,PC8761083,1,1621,7,11,EAST 115 STREET,10029,40.799471511663,-73.945796680391,Manhattan,2026-08-11T11:37:44.000,Failed for Other Reason,"{'latitude': '40.799471511663', 'longitude': '-73.945796680391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210007,1000000,,
Initial,PC8760494,1,1940,7504,233,WEST 134 STREET,10030,40.815108102537,-73.94531062945,Manhattan,2026-08-11T11:38:00.000,Failed for Rat Activity,"{'latitude': '40.815108102537', 'longitude': '-73.94531062945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,228,Harlem (North),1019407504,1058831,,
Compliance,PC8746091,3,1801,55,543,LEXINGTON AVENUE,11221,40.688923389924,-73.940131942067,Brooklyn,2026-08-11T11:38:01.000,Failed for Other Reason,"{'latitude': '40.688923389924', 'longitude': '-73.940131942067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,279,Bedford-Stuyvesant (East),3018010055,3050543,,
Compliance,PC8738560,3,1360,58,162,UTICA AVENUE,11213,40.673385387333,-73.930697198497,Brooklyn,2026-08-11T11:39:00.000,Failed for Rat Activity,"{'latitude': '40.673385387333', 'longitude': '-73.930697198497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,345,Crown Heights (North),3013600058,3036047,1003474,184619
Compliance,PC8574669,1,1821,59,140,WEST  112 STREET,10026,40.800199440268,-73.953344975441,Manhattan,2026-08-11T11:39:54.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.800199440268', 'longitude': '-73.953344975441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,Harlem (South),1018210059,1054968,997167,230817
Treatments,PC8739361,4,3097,20,64-62,BOOTH STREET,11374,40.727745200109,-73.86079738498,Queens,2026-08-11T11:40:02.000,Bait applied,"{'latitude': '40.727745200109', 'longitude': '-73.86079738498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,30,69701,Rego Park,4030970020,4072538,1022832,204447
Treatments,PC8605040,3,5206,57,975,OCEAN AVENUE,11226,40.638622587984,-73.958827043537,Brooklyn,2026-08-11T11:40:05.000,Bait applied,"{'latitude': '40.638622587984', 'longitude': '-73.958827043537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,40,51601,Flatbush,3052060057,3120262,,
Compliance,PC8684656,1,1041,57,358,WEST   51 STREET,10019,40.763782648495,-73.987747911074,Manhattan,2026-08-11T11:40:16.000,Failed for Rat Activity,"{'latitude': '40.763782648495', 'longitude': '-73.987747911074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,Hell's Kitchen,1010410057,1025184,987644,217546
Treatments,PC8715578,1,2011,13,145,WEST  142 STREET,10030,40.819244179353,-73.939342241831,Manhattan,2026-08-11T11:40:43.000,Bait applied,"{'latitude': '40.819244179353', 'longitude': '-73.939342241831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,232,Harlem (North),1020110013,1060105,1001039,237758
Initial,PC8761311,1,436,52,95,ST MARKS PLACE,10009,40.727397734866,-73.984821365126,Manhattan,2026-08-11T11:41:00.000,Failed for Rat Activity,"{'latitude': '40.727397734866', 'longitude': '-73.984821365126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,32,East Village,1004360052,1082476,,
Initial,PC8761286,1,1621,12,21,EAST 115 STREET,10029,40.799419301714,-73.945670307733,Manhattan,2026-08-11T11:41:44.000,Failed for Rat Activity,"{'latitude': '40.799419301714', 'longitude': '-73.945670307733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,184,East Harlem (North),1016210012,1081497,,
Compliance,PC8693640,3,1584,7,362,STOCKTON STREET,11206,40.697471922826,-73.937441132115,Brooklyn,2026-08-11T11:42:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.697471922826', 'longitude': '-73.937441132115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,287,Bedford-Stuyvesant (East),3015840007,3042869,,
Initial,PC8760679,2,3054,35,2361,HOFFMAN STREET,10458,40.855217697205,-73.889159666491,Bronx,2026-08-11T11:42:18.000,Failed for Other Reason,"{'latitude': '40.855217697205', 'longitude': '-73.889159666491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,Belmont,2030540035,2011671,,
Initial,PC8763300,3,1459,1,1797,PROSPECT PLACE,11233,40.672478337406,-73.916440502393,Brooklyn,2026-08-11T11:42:51.000,Failed for Rat Activity,"{'latitude': '40.672478337406', 'longitude': '-73.916440502393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,363,Ocean Hill,3014590001,3039196,1007429,184292
Treatments,PC8650628,3,1848,1,4,MACON STREET,11216,40.68091650437,-73.950886925887,Brooklyn,2026-08-11T11:43:00.000,Bait applied,"{'latitude': '40.68091650437', 'longitude': '-73.950886925887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,Bedford-Stuyvesant (West),3018480001,3053214,,
Compliance,PC8738982,3,5141,124,729,CONEY ISLAND AVENUE,11218,40.639633094071,-73.968875698007,Brooklyn,2026-08-11T11:44:34.000,Failed for Other Reason,"{'latitude': '40.639633094071', 'longitude': '-73.968875698007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,39,1522,Flatbush (West)-Ditmas Park-Parkville,3051410124,3118202,992888,172316
Initial,PC8764063,4,4514,19,150-38,9 AVENUE,11357,40.79332902298,-73.814547572519,Queens,2026-08-11T11:45:00.000,Failed for Other Reason,"{'latitude': '40.79332902298', 'longitude': '-73.814547572519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,19,981,Whitestone-Beechhurst,4045140019,4102609,1035600,228365
Compliance,PC8734772,3,3044,29,165,MESEROLE STREET,11206,40.708148998713,-73.942520412525,Brooklyn,2026-08-11T11:45:00.000,Failed for Rat Activity,"{'latitude': '40.708148998713', 'longitude': '-73.942520412525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,34,49302,East Williamsburg,3030440029,3070999,,
Treatments,PC8651142,3,3257,5,201,WILSON AVENUE,11237,40.699008265852,-73.922739972894,Brooklyn,2026-08-11T11:45:18.000,Bait applied,"{'latitude': '40.699008265852', 'longitude': '-73.922739972894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,431,Bushwick (West),3032570005,3074129,,
Treatments,PC8700353,1,1751,41,78,EAST 127 STREET,10035,40.806656512352,-73.938840816437,Manhattan,2026-08-11T11:45:29.000,Bait applied,"{'latitude': '40.806656512352', 'longitude': '-73.938840816437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,206,East Harlem (North),1017510041,1054104,,
Initial,PC8758503,2,2840,5,1328,JEROME AVENUE,10452,40.83862585197,-73.918825871451,Bronx,2026-08-11T11:45:40.000,Failed for Rat Activity,"{'latitude': '40.83862585197', 'longitude': '-73.918825871451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,22101,Mount Eden-Claremont (West),2028400005,2117815,,
Initial,PC8747564,1,1041,59,360,WEST   51 STREET,10019,40.763793630221,-73.987773178532,Manhattan,2026-08-11T11:45:47.000,Failed for Rat Activity,"{'latitude': '40.763793630221', 'longitude': '-73.987773178532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,Hell's Kitchen,1010410059,1025185,987637,217550
Initial,PC8761356,2,3301,100,2761,BRIGGS AVENUE,10458,40.867542939644,-73.890617817,Bronx,2026-08-11T11:45:58.000,Failed for Other Reason,"{'latitude': '40.867542939644', 'longitude': '-73.890617817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40501,Bedford Park,2033010100,2017069,1014503,255368
Initial,PC8760163,2,3054,34,2365,HOFFMAN STREET,10458,40.855275291188,-73.88911257626,Bronx,2026-08-11T11:46:18.000,Failed for Other Reason,"{'latitude': '40.855275291188', 'longitude': '-73.88911257626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,387,Belmont,2030540034,2011670,,
Compliance,PC8700142,1,1711,44,EAST,118 STREET,10035,,,Manhattan,2026-08-11T11:47:08.000,Failed for Rat Activity,,,,,,,,,
Initial,PC8756573,1,1060,36,402,WEST   51 STREET,10019,40.764296041919,-73.988967980711,Manhattan,2026-08-11T11:50:00.000,Failed for Other Reason,"{'latitude': '40.764296041919', 'longitude': '-73.988967980711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,Hell's Kitchen,1010600036,1026690,987306,217733
Treatments,PC8525095,3,5220,75,1039,OCEAN AVENUE,11226,40.637074424528,-73.958532552704,Brooklyn,2026-08-11T11:50:05.000,Bait applied,"{'latitude': '40.637074424528', 'longitude': '-73.958532552704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,45,51601,Flatbush,3052200075,3120596,995759,171385
Treatments,PC8700020,1,200,20,79,MOTT ST,10013,40.716425142794,-73.998008742158,Manhattan,2026-08-11T11:50:07.000,Bait applied,"{'latitude': '40.716425142794', 'longitude': '-73.998008742158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,2902,Chinatown-Two Bridges,1002000020,1002393,,
Compliance,PC8749807,3,6712,73,1434,OCEAN AVENUE,11230,40.627112916727,-73.956669065399,Brooklyn,2026-08-11T11:50:22.000,Failed for Rat Activity,"{'latitude': '40.627112916727', 'longitude': '-73.956669065399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,44,762,Midwood,3067120073,3179805,996278,167756
Treatments,PC8636505,2,2525,20,162,WEST 165 STREET,10452,40.834589688114,-73.929159009791,Bronx,2026-08-11T11:50:56.000,Bait applied,"{'latitude': '40.834589688114', 'longitude': '-73.929159009791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,189,Highbridge,2025250020,2003464,,
Initial,PC8765001,1,2232,16,501,WEST  214 STREET,10034,40.868952999725,-73.915831098788,Manhattan,2026-08-11T11:51:43.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.868952999725', 'longitude': '-73.915831098788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,303,Inwood,1022320016,1064889,1007529,255874
Initial,PC8758254,3,3444,16,22,MOFFAT STREET,11207,40.683675035605,-73.910177957584,Brooklyn,2026-08-11T11:53:00.000,Failed for Other Reason,"{'latitude': '40.683675035605', 'longitude': '-73.910177957584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,403,Bushwick (East),3034440016,3398683,1009162,188373
Initial,PC8758350,2,2840,8,14,MARCY PLACE,10452,40.838790043778,-73.91813177978,Bronx,2026-08-11T11:53:07.000,Failed for Rat Activity,"{'latitude': '40.838790043778', 'longitude': '-73.91813177978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,22101,Mount Eden-Claremont (West),2028400008,2008046,,
Treatments,PC8726560,1,770,75,212,8 AVENUE,10011,40.743856344065,-73.999509197466,Manhattan,2026-08-11T11:54:00.000,Bait applied,"{'latitude': '40.743856344065', 'longitude': '-73.999509197466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,87,Chelsea-Hudson Yards,1007700075,1014058,,
Initial,PC8761038,1,461,53,207,EAST 5 STREET,10003,40.727527370705,-73.990756420641,Manhattan,2026-08-11T11:54:50.000,Failed for Rat Activity,"{'latitude': '40.727527370705', 'longitude': '-73.990756420641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,38,East Village,1004610053,1006641,,
Compliance,PC8669985,1,2016,50,2541,ADAM CLAYTON POWELL BOULEVARD,,0.00000000000000000000,0.00000000000000000000,Manhattan,2026-08-11T11:55:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,236,Harlem (North),1020160050,1079770,1001396,239133
Treatments,PC8624087,3,3973,57,787,LIBERTY AVENUE,11208,40.676739548358,-73.880707623339,Brooklyn,2026-08-11T11:55:05.000,Bait applied,"{'latitude': '40.676739548358', 'longitude': '-73.880707623339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,37,1168,Cypress Hills,3039730057,3088431,1017339,185856
Compliance,PC8735719,2,3105,12,2434A,BEAUMONT AVENUE,10458,40.855165872934,-73.883928981237,Bronx,2026-08-11T11:55:10.000,Failed for Rat Activity,"{'latitude': '40.855165872934', 'longitude': '-73.883928981237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,Belmont,2031050012,2116142,,
